informativeSNPs	Target
1	contig320907|RFWD2|3
3	contig320908|UGT1A1|12
1	contig320910|MARK2|6
2	contig320912|C2orf77|12
3	contig320917|WRNIP1|11
2	contig320925|TRIM13|8
3	contig320941|STAMBPL1|11
6	contig320950|PM20D2|11
5	contig320958|MED19|6
1	contig320962|PTK2B|3
3	contig320967|RFFL|7
5	contig320979|PGK1|3
8	contig320984|C17orf104|11
3	contig320991|LARS2|8
4	contig320992|GAB1|11
3	contig321000|SPEF2|9
2	contig321016|FANCF|11
1	contig321028|PNCK|3
4	contig321036|NUP188|11
6	contig321048|NEK2|11
3	contig321057|FAM160A1|11
3	contig321062|PRPF31|11
8	contig321066|RFC5|4
1	contig321085|ACTL6A|3
2	contig321086|FAM179B|12
5	contig321087|CRTAP|6
6	contig321088|C15orf44|3
4	contig321089|DNAJC1|7
7	contig321106|FBLN5|6
1	contig321125|SOBP|6
4	contig321132|KIAA1430|9
1	contig321144|RSPH3|6
3	contig321148|RNF146|11
2	contig321153|MAD2L1|6
1	contig321154|RBBP7|2
2	contig321168|FAAH2|11
6	contig321171|RNF40|6
6	contig321173|NRAS|11
1	contig321184|NUBPL|8
1	contig321185|EPS8|11
11	contig321190|ANKRD5|12
5	contig321191|BAAT|11
3	contig321200|ITGB5|6
1	contig321206|MPLKIP|6
4	contig321207|RBM15B|11
5	contig321226|YTHDF1|11
1	contig321228|C10orf137|6
1	contig321235|KIRREL|12
1	contig321246|GSR|6
3	contig321247|NUP160|6
2	contig321258|C8orf37|6
1	contig321265|NIPA2|9
3	contig321269|VANGL1|11
7	contig321280|ADH4|6
11	contig321289|ZNF706|6
1	contig321307|SF3B4|8
1	contig321310|C3orf26|12
3	contig321317|TYW3|6
2	contig321325|CDH20|6
2	contig321332|LOC375190|11
6	contig321338|ZNF236|11
5	contig321345|C19orf52|8
8	contig321359|PPP1R14A|12
1	contig321365|FAM83C|11
5	contig321373|RPE65|1
2	contig321382|ATIC|3
18	contig321389|CREG1|8
4	contig321393|CYR61|6
2	contig321409|PCDH9|6
3	contig321423|COL24A1|11
7	contig321434|GTPBP8|11
6	contig321437|DCAF10|6
3	contig321446|STON1|6
5	contig321447|UNC13C|6
4	contig321452|RG9MTD2|6
3	contig321461|ATF1|8
2	contig321462|ZC3H15|11
4	contig321465|C1orf216|11
2	contig321474|OSGIN2|11
3	contig321478|SP4|6
6	contig321483|RMND5A|6
1	contig321485|TAF1A|11
6	contig321491|LYSMD4|11
3	contig321493|POLR2D|6
4	contig321497|CPOX|6
6	contig321504|TRMT11|6
1	contig321505|DERL1|11
7	contig321508|SALL3|11
4	contig321509|RFK|6
4	contig321519|PNPLA2|11
3	contig321526|PRKX|8
1	contig321527|ASNS|11
9	contig321535|FAN1|11
2	contig321541|NXPH1|6
4	contig321544|BLK|11
4	contig321553|SMOX|11
6	contig321556|RAB10|6
6	contig321577|FEM1B|6
8	contig321586|ABRA|9
3	contig321595|VAMP4|6
4	contig321597|ADHFE1|6
1	contig321602|FAM124A|11
6	contig321613|DPP8|3
5	contig321619|CDKN1B|8
5	contig321626|RINT1|6
1	contig321663|ARHGEF26|8
5	contig321671|ZZEF1|6
6	contig321674|ATAD1|6
2	contig321675|POLE|8
3	contig321677|ALG3|9
8	contig321678|ARF3|11
3	contig321681|KIN|3
1	contig321684|PLEKHA3|6
7	contig321686|FN3KRP|8
1	contig321697|CKAP4|11
1	contig321709|C1orf222|8
6	contig321713|EEPD1|6
1	contig321715|AGXT2|6
3	contig321720|TMEM167B|6
2	contig321724|WDR77|11
6	contig321731|PTK2|6
4	contig321738|FAM110B|11
3	contig321764|CA10|6
1	contig321773|CEP152|9
2	contig321774|DNAJB12|6
1	contig321782|FRMD4B|8
4	contig321786|TEPP|11
1	contig321787|TUBE1|11
1	contig321792|S1PR2|11
3	contig321803|RPH3AL|11
1	contig321810|SARS2|11
2	contig321818|SAMM50|6
5	contig321824|REEP5|11
1	contig321827|MEIS2|4
1	contig321834|SLC26A5|6
3	contig321858|OBFC2A|8
2	contig321863|AXDND1|11
1	contig321865|COL4A5|11
5	contig321871|SLC2A9|6
1	contig321896|TCERG1L|11
4	contig321904|PRKRIR|11
4	contig321920|FAM70A|7
7	contig321922|CCDC96|8
2	contig321923|RILP|11
2	contig321924|DCAF15|6
1	contig321926|SMAD7|6
17	contig321929|SKP2|11
1	contig321934|SUZ12|3
1	contig321942|UNKL|11
3	contig321949|TMOD2|8
5	contig321954|PDHA1|3
10	contig321955|CILP|11
5	contig321956|TTC21B|4
2	contig321971|LEF1|6
6	contig321975|SLC25A11|6
1	contig321989|SUMF1|6
3	contig321991|TMEM35|11
2	contig321994|CORO6|8
3	contig321997|B9D2|11
8	contig322009|PEPD|11
4	contig322015|TRIM2|6
11	contig322022|TTC22|6
9	contig322026|ZNF701|11
3	contig322027|RBM10|11
6	contig322028|DSG1|11
1	contig322044|DOCK11|6
4	contig322048|TSPAN13|6
3	contig322053|ABCC10|8
3	contig322056|KRIT1|6
2	contig322070|SPHK1|11
2	contig322071|TMEM189|6
1	contig322089|PEX6|6
2	contig322093|SIL1|8
2	contig322105|ECT2|2
1	contig322110|CCDC117|11
3	contig322113|KCNQ3|6
1	contig322125|LRIG3|8
4	contig322126|MKNK1|8
7	contig322127|IGFBP2|9
1	contig322128|FAM208B|11
1	contig322142|PUS10|6
1	contig322153|RIC8B|6
3	contig322163|IL20RB|11
3	contig322177|AATF|8
3	contig322179|SEC22C|11
1	contig322181|SLC25A32|8
3	contig322197|EHBP1|6
1	contig322198|ROBO4|11
3	contig322200|SAMHD1|6
4	contig322221|HTATSF1|3
3	contig322234|FAM105A|8
8	contig322242|PPP2R3C|11
4	contig322244|TSHZ1|6
4	contig322263|COLEC12|11
8	contig322267|STRAP|2
4	contig322280|CHST1|11
1	contig322283|DDOST|6
3	contig322285|ZBTB8A|11
4	contig322286|GSTZ1|11
2	contig322292|MAP9|11
2	contig322293|TUBGCP6|9
1	contig322297|HABP2|11
4	contig322326|C9orf64|11
2	contig322328|BTBD6|11
1	contig322343|TMEM119|11
6	contig322350|GFM2|6
3	contig322354|RRAD|6
2	contig322360|ABCB10|11
4	contig322375|SNX30|6
2	contig322378|PLAGL2|11
1	contig322381|FCHO2|11
3	contig322383|CNTNAP2|11
1	contig322384|SLC35A1|6
5	contig322385|LRP3|11
5	contig322390|TIGD3|11
7	contig322400|VWA1|11
4	contig322405|YWHAZ|6
1	contig322406|PIGB|6
1	contig322414|SPA17|8
9	contig322421|RRAS2|6
2	contig322429|TPST1|6
9	contig322435|CC2D2A|12
2	contig322446|XRCC2|11
5	contig322463|DEAF1|7
4	contig322471|S1PR1|11
2	contig322482|C1orf112|6
3	contig322489|TCTN1|8
2	contig322495|DHFR|8
4	contig322502|DESI1|6
1	contig322504|SUSD1|6
1	contig322514|TRIM72|8
2	contig322517|TXNDC16|10
3	contig322519|CHRAC1|8
1	contig322531|GJC1|6
9	contig322542|CDK20|6
7	contig322544|COL8A1|8
3	contig322550|ZC3H4|8
1	contig322552|CNDP2|11
8	contig322559|ZNF830|11
7	contig322570|TXLNB|8
4	contig322573|UBTD2|6
7	contig322591|TRUB1|6
5	contig322606|CAPSL|6
4	contig322619|NIN|11
6	contig322620|CENPL|11
7	contig322628|ITIH5|9
6	contig322634|CCDC127|6
1	contig322639|MBTPS1|4
3	contig322642|C7orf25|8
2	contig322647|ELOF1|6
2	contig322648|MORN3|6
2	contig322651|DKK3|8
1	contig322666|C15orf58|8
4	contig322667|MNS1|6
3	contig322672|SOSTDC1|6
6	contig322684|RIOK2|11
5	contig322692|CCDC92|12
3	contig322693|C6orf72|11
4	contig322699|B3GAT3|6
8	contig322707|RGS13|11
2	contig322720|HPRT1|6
3	contig322721|TPST2|6
5	contig322738|KRT6A|9
2	contig322739|PPP2CB|11
9	contig322744|ARHGEF25|11
2	contig322764|SLC2A11|8
4	contig322768|PIH1D2|8
2	contig322778|CHST12|11
6	contig322780|TXNDC12|6
9	contig322800|P2RY12|8
3	contig322808|RNF208|11
8	contig322817|NAPG|3
5	contig322820|TBC1D20|11
3	contig322822|IRAK1|11
2	contig322827|SEL1L3|11
6	contig322835|ACSS1|8
7	contig322851|NAAA|8
3	contig322856|ARRDC3|6
3	contig322862|PECR|7
2	contig322870|SLC9A5|8
6	contig322875|FBXO5|11
3	contig322880|YARS2|11
1	contig322909|RG9MTD1|8
3	contig322910|ACOT2|11
4	contig322911|SNX5|3
9	contig322914|BYSL|6
1	contig322929|FAM46C|6
2	contig322953|ASIC2|6
1	contig322958|BEGAIN|11
7	contig322980|COL9A1|6
1	contig322999|TNIP3|8
7	contig323008|TMEM108|12
5	contig323019|RPS6KC1|11
2	contig323021|C3|7
1	contig323027|LRRC46|11
3	contig323031|MYO16|11
2	contig323033|PTPN4|9
6	contig323046|CCDC11|11
5	contig323067|PSAT1|8
2	contig323088|IRF1|11
1	contig323103|PIK3CD|11
4	contig323108|DALRD3|11
1	contig323122|PEF1|8
3	contig323155|TM6SF1|8
4	contig323167|MTERF|8
8	contig323175|STX17|12
2	contig323180|TCTE1|9
3	contig323183|AZI1|6
6	contig323184|BHLHE41|11
2	contig323190|C19orf25|11
4	contig323197|CD5L|8
9	contig323201|SARDH|6
2	contig323213|ATP5J2|8
7	contig323217|RFXANK|6
7	contig323230|PSMD9|11
4	contig323231|HTRA1|11
2	contig323247|ZADH2|11
10	contig323258|RRP7A|11
4	contig323274|NMNAT2|8
2	contig323282|UBE3D|11
5	contig323292|NUP214|11
1	contig323297|LMTK3|8
7	contig323305|WDR18|11
1	contig323307|ADSL|6
1	contig323322|ABHD2|6
4	contig323326|ATR|6
5	contig323327|NQO1|9
7	contig323344|CCDC34|12
7	contig323360|PRAM1|11
8	contig323385|CHRNB1|11
5	contig323394|COQ6|11
2	contig323398|C1orf51|6
1	contig323416|TMEM120B|3
6	contig323425|PLIN2|11
3	contig323431|EVC2|11
5	contig323434|ZMYND19|11
3	contig323459|SLC25A27|6
2	contig323472|UBE2W|2
3	contig323498|NOA1|11
1	contig323500|SNX24|6
6	contig323517|GTDC1|8
3	contig323520|NFE2|12
1	contig323527|BICD1|11
2	contig323531|TTC29|11
7	contig323557|WDR7|9
2	contig323563|DDC|6
8	contig323573|DMGDH|8
2	contig323583|TBX5|8
1	contig323591|TTBK2|6
6	contig323593|RAB5B|6
4	contig323594|SGCZ|8
3	contig323621|LIN7C|6
5	contig323664|TYK2|6
4	contig323673|L3MBTL1|11
3	contig323680|NXN|7
4	contig323692|NSUN6|11
3	contig323704|CCDC126|12
2	contig323716|PDE1C|6
2	contig323717|ELFN1|11
3	contig323741|CDH17|10
1	contig323748|TLR8|11
8	contig323751|KIAA1731|11
4	contig323754|PQBP1|11
7	contig323770|GPR22|8
1	contig323775|C12orf66|11
4	contig323798|CLDN24|11
3	contig323836|GAL3ST3|11
5	contig323840|SHROOM2|8
1	contig323842|TMCO6|9
6	contig323850|S1PR3|8
4	contig323857|LOC285141|11
3	contig323861|IDS|11
1	contig323863|TEC|8
3	contig323871|CYP39A1|9
4	contig323873|MED17|6
1	contig323876|EPHA1|7
2	contig323901|BCOR|12
5	contig323902|TMEM74|11
5	contig323911|SUMF2|11
4	contig323918|GRHPR|7
1	contig323920|BTBD17|11
5	contig323922|INMT|11
4	contig323926|NENF|6
2	contig323939|CCDC42|8
1	contig323955|OSR1|6
2	contig323963|VTA1|7
5	contig323984|CMYA5|12
4	contig323990|GCNT4|8
5	contig323992|BORA|6
2	contig323999|EIF3I|3
10	contig324009|PAFAH2|11
3	contig324030|RHEBL1|8
3	contig324033|SHC4|8
7	contig324048|REP15|11
2	contig324050|SPEF1|8
1	contig324058|FAM91A1|3
4	contig324068|B3GAT1|6
2	contig324076|DUSP6|6
1	contig324082|RAB42|11
1	contig324084|TFB1M|8
7	contig324089|ZNF451|11
7	contig324092|IKBKAP|6
1	contig324093|EIF2B4|6
6	contig324096|TIMMDC1|11
3	contig324097|CHRNA9|11
7	contig324102|LAP3|5
4	contig324109|ARSB|7
2	contig324118|C1orf144|6
11	contig324151|PLA2G12A|6
9	contig324152|AFMID|6
1	contig324164|LPCAT3|8
4	contig324167|KCNJ10|6
6	contig324207|ZCCHC2|8
2	contig324211|ZNF148|11
2	contig324213|NRSN1|11
5	contig324217|FNBP1L|6
4	contig324223|CNTN1|6
3	contig324241|VEGFC|6
6	contig324280|SAC3D1|8
5	contig324293|PDK2|6
1	contig324337|SLC16A9|6
1	contig324342|RAPH1|6
3	contig324421|PEX11B|8
4	contig324448|C6orf118|11
6	contig324468|MKRN1|11
1	contig324495|HTR3A|11
2	contig324512|ST3GAL2|8
2	contig324527|STRN3|11
2	contig324542|L2HGDH|4
2	contig324561|TSKU|11
4	contig324564|DSCC1|6
2	contig324586|FIBIN|8
5	contig324587|C10orf88|11
2	contig324597|NDUFAB1|6
1	contig324598|ABCB5|6
2	contig324609|R3HDML|3
2	contig324614|LMX1B|6
1	contig324627|TIMM50|8
1	contig324637|TRMU|6
2	contig324639|RSPH4A|11
2	contig324654|TRRAP|6
5	contig324664|DEPDC7|7
1	contig324680|ST6GALNAC2|8
9	contig324743|MORN4|6
3	contig324747|KIAA0825|11
1	contig324758|BRD1|12
4	contig324760|PRKAR2B|8
4	contig324782|COMMD9|8
2	contig324791|FAM58A|6
8	contig324815|FAM206A|11
3	contig324819|UGGT2|6
3	contig324840|DEXI|11
3	contig324841|FAIM2|11
1	contig324850|PIH1D1|12
3	contig324882|TNFAIP3|11
8	contig324886|AGPAT4|12
7	contig324903|C5orf44|3
1	contig324910|DOK4|6
2	contig324923|DCTD|6
4	contig324946|MEGF8|11
2	contig324948|GPR151|11
3	contig324950|TSGA10|11
4	contig324967|C16orf46|11
2	contig324980|DCTN2|9
13	contig324984|AGK|9
8	contig324994|KDM8|8
6	contig324999|RBM17|6
1	contig325008|OGFOD1|9
1	contig325022|KLHL32|6
11	contig325032|GFER|9
5	contig325047|SCG3|11
9	contig325052|HNRNPK|12
3	contig325068|C6orf120|6
9	contig325099|RBM22|6
6	contig325119|MBLAC1|11
4	contig325157|BASP1|11
11	contig325174|MRPS9|11
1	contig325190|EPHA5|6
3	contig325194|ENO2|6
2	contig325210|TMPRSS2|8
2	contig325268|AEN|11
3	contig325272|CNTN5|11
2	contig325293|ATM|7
2	contig325301|PRRG2|9
7	contig325315|DCLK2|3
3	contig325329|ST6GALNAC5|6
1	contig325404|ZGPAT|7
8	contig325426|C1orf177|12
8	contig325452|LMTK2|12
9	contig325474|PTX4|11
8	contig325479|EIF3G|6
4	contig325480|MEGF9|11
7	contig325487|EXO1|11
6	contig325495|B3GALT2|6
4	contig325513|CCDC81|6
6	contig325515|HOXC8|8
1	contig325517|EIF4A3|1
6	contig325526|LEP|8
1	contig325577|IDH2|2
5	contig325586|ELP4|6
5	contig325617|ADAMTS13|11
1	contig325623|FH|6
2	contig325650|USP18|11
7	contig325655|C9orf78|6
1	contig325669|SPSB4|6
6	contig325676|AP5Z1|11
2	contig325677|AGTR1|8
1	contig325688|PLSCR5|12
1	contig325690|SNRK|6
1	contig325739|PTPRM|9
3	contig325743|CDH4|6
1	contig325752|NELL1|6
3	contig325789|SKAP2|8
3	contig325792|ALDOB|11
5	contig325806|PDGFRL|11
3	contig325840|RANGAP1|11
3	contig325857|GABRA5|8
4	contig325874|TMEM109|11
3	contig325918|TCF20|11
4	contig325945|TMEM86A|9
7	contig325958|JMJD8|6
1	contig325970|ACADM|6
3	contig325982|AURKB|11
1	contig325993|ATP6V1C2|7
5	contig325995|GLTP|11
3	contig326007|ODZ2|8
8	contig326016|CNPY2|8
2	contig326028|C6orf136|6
6	contig326032|ADAT2|6
5	contig326061|PEA15|11
1	contig326087|UGT3A2|12
2	contig326094|OSTalpha|11
4	contig326107|TBATA|11
14	contig32611|NBL1|6
3	contig326123|LAMB3|8
4	contig326129|LRGUK|11
4	contig326130|C6orf145|6
10	contig326135|TMEM223|11
4	contig326136|TIAM2|8
1	contig326144|CCDC12|8
3	contig326158|TNMD|8
5	contig326159|FAM76B|3
1	contig326168|GRM3|6
1	contig326196|SAMD4B|11
2	contig326198|HPD|6
3	contig326207|CAMK4|11
2	contig326234|CASC3|11
5	contig326235|ZMYND10|11
5	contig326262|PDCD2|11
1	contig326272|DDX31|6
1	contig326283|CDKN2C|11
2	contig326352|HUWE1|6
2	contig326371|LRRC18|11
5	contig326390|SGMS2|8
5	contig326406|PKD1L2|6
3	contig326428|BLOC1S2|6
2	contig326468|CCRL1|6
7	contig326482|RASL11B|6
2	contig326516|CPA6|8
4	contig326530|CSPG4|11
4	contig326550|INTU|7
2	contig326551|RPF1|6
3	contig326581|FITM1|11
8	contig326588|ZNF839|11
3	contig326602|OTUD3|11
4	contig326617|TRHR|6
9	contig326640|HRH3|8
8	contig326658|METTL11A|6
1	contig326664|RGS2|8
4	contig326682|PHC2|8
3	contig326691|FAM100A|11
1	contig326697|STX18|6
3	contig326699|UBE2QL1|6
1	contig326707|FAM222B|8
5	contig326738|MRPL3|6
3	contig326739|CTXN1|8
1	contig326741|BTK|6
4	contig326761|HMGCLL1|6
8	contig326763|TMEM45A|11
7	contig326765|TMEM182|6
4	contig326767|CDKN2AIP|8
2	contig326768|BRMS1L|8
3	contig326798|PPCS|12
2	contig326820|CLVS1|8
2	contig326829|OTUB2|8
2	contig326837|SULT4A1|3
4	contig326842|GPR75|6
1	contig326855|ANAPC1|7
2	contig326866|HSPB8|6
2	contig326892|STARD13|8
1	contig326899|BANF1|3
2	contig326927|SLC13A3|6
3	contig326946|OVOL2|8
3	contig326956|KCNF1|8
2	contig326960|RALGAPB|6
6	contig326974|ZSCAN2|11
7	contig327012|RRP9|8
2	contig327015|FAM204A|8
6	contig327020|FANCB|11
6	contig327026|MTHFD2|3
15	contig327034|STRA6|6
8	contig327053|EAPP|6
1	contig327078|CHEK2|6
9	contig327092|MOGAT2|7
5	contig327094|MED4|6
5	contig327102|SLC4A5|11
2	contig327119|KCNAB1|9
3	contig327126|VAV3|6
6	contig327148|GORAB|11
4	contig327154|TMEM151B|11
3	contig327155|CYB5D2|11
2	contig327159|ANO7|6
3	contig327183|CBY1|8
1	contig327184|CXorf36|11
10	contig327204|YRDC|8
2	contig327239|GDA|5
2	contig327243|EIF3E|1
1	contig327251|CTTNBP2|8
7	contig327300|LNX1|7
1	contig327305|TBC1D10C|11
4	contig327372|YTHDC2|6
5	contig327384|SKIV2L|11
1	contig327427|AOC2|12
3	contig327431|GFRA2|11
1	contig327440|WDR45|6
2	contig327480|ATMIN|6
2	contig327490|FAM63A|11
2	contig327502|VAMP5|12
5	contig327533|SRSF9|11
3	contig327578|SDR39U1|11
3	contig327600|ASTN2|6
5	contig327605|ATG2B|6
5	contig327607|RHOG|11
6	contig327631|GLI2|8
3	contig327680|THSD7B|11
1	contig327747|ARL1|6
2	contig327777|FREM3|11
1	contig327808|BLOC1S3|11
2	contig327832|CRYBG3|9
6	contig327870|IGSF21|6
1	contig327880|COQ2|8
2	contig327897|PSMC6|11
5	contig327898|SCAMP5|12
4	contig327900|SPATA6|10
2	contig327963|DPH5|4
7	contig328013|TOR2A|11
2	contig328023|ALKBH5|6
2	contig328052|CDK5RAP2|11
3	contig328064|C7orf62|11
6	contig328092|PLEKHO1|11
4	contig328095|HIVEP3|11
4	contig328117|Ctg325|OPA
6	contig328149|TMEM17|11
3	contig328172|GRTP1|6
3	contig328207|SLC30A2|8
10	contig328237|GPRC5C|11
2	contig328261|IRAK4|6
4	contig328274|TMEM170A|8
3	contig328281|SNTB2|8
2	contig328299|LRRC42|11
3	contig328313|NCBP2|7
1	contig328314|GSG2|11
2	contig328322|LINGO1|6
5	contig328329|KCNJ11|12
2	contig328334|RSRC1|9
5	contig328375|RERG|3
3	contig328393|RAB3IL1|8
2	contig328397|PCNT|6
1	contig328429|FIGF|6
2	contig328431|ARL10|11
2	contig328463|EXD3|8
2	contig328490|SYT7|6
6	contig328527|PPM1L|6
3	contig328546|DOM3Z|11
5	contig328588|HDDC2|8
4	contig328603|CPPED1|11
8	contig328634|U2AF1|6
1	contig328646|PER1|6
3	contig328693|LHX9|6
2	contig328709|SLC40A1|6
1	contig328753|ACADS|8
4	contig328781|SLC29A4|6
6	contig328797|SUSD4|8
4	contig328803|SFT2D2|9
2	contig328848|LIN7B|6
3	contig328899|SUN2|6
8	contig328919|YSK4|12
4	contig328921|NMRAL1|11
3	contig328926|MRI1|11
1	contig328948|CACNA1G|12
1	contig328960|CCNB1|9
2	contig328999|SLC7A11|8
1	contig329007|EHD4|6
5	contig329022|GCFC2|11
3	contig329026|FBXW4|8
3	contig329034|GPR85|6
1	contig329123|NMU|11
5	contig329145|TYMS|6
4	contig329187|FAM115C|11
7	contig329210|DNAJA4|6
7	contig329223|DUOX2|3
3	contig329244|SIRT5|8
6	contig329337|CITED2|11
6	contig329342|MSRB1|8
4	contig329347|DOCK4|6
2	contig329420|MPZL3|11
4	contig329446|APOE|11
2	contig329455|ERF|11
6	contig329472|METTL7A|6
3	contig329492|VEZT|11
1	contig329496|KLHL36|6
2	contig329515|ENKUR|11
6	contig329516|MRPS22|11
5	contig329520|KATNAL2|6
9	contig329547|CCL19|8
2	contig329552|NUDC|8
2	contig329590|GC|8
9	contig329609|Dlx3|OPA
4	contig329628|WFDC1|8
1	contig329648|MALSU1|11
1	contig329667|CCDC102A|6
6	contig329668|PPME1|6
3	contig329689|RERGL|11
6	contig329692|BBS9|6
3	contig329714|CCDC71L|11
4	contig329762|APTX|7
5	contig329767|CHCHD5|8
1	contig329781|CBLN4|11
8	contig329787|IGF1R|11
3	contig329813|LHX2|6
3	contig329832|PLCH1|8
3	contig329862|ZNF776|11
3	contig329871|HEATR6|11
4	contig329875|LRRC20|9
3	contig329885|SLC25A4|6
2	contig329915|MRPS5|8
2	contig329933|ZNF510|11
6	contig329985|CNGB1|11
3	contig329986|FAM63B|6
10	contig329996|CA3|8
7	contig330037|PSMG3|8
2	contig330043|PRMT6|11
7	contig330066|HSD17B14|6
5	contig330074|MRPL37|12
5	contig330089|KISS1R|11
3	contig330107|TAGAP|12
2	contig330133|CDC42BPG|11
3	contig330148|KRT18|11
2	contig330152|PHC1|11
1	contig330188|ACOT7|7
3	contig330230|SLC25A51|11
4	contig330231|C10orf2|11
1	contig330296|PAIP1|6
2	contig330299|NR1D2|11
1	contig330319|NDUFA9|11
1	contig330324|ANTXR1|3
4	contig330328|B4GALT7|11
13	contig330347|IRX2|6
2	contig330365|DUSP3|11
3	contig330381|GSG1|8
3	contig330385|C1orf187|11
4	contig330405|BEND5|11
4	contig330422|NXPH2|11
3	contig330451|FDXR|11
6	contig330471|ZNF385B|8
4	contig330474|STON2|11
3	contig330488|ABHD10|8
3	contig330493|PAXIP1|3
6	contig330551|RRAGA|6
6	contig330554|C4orf47|11
3	contig330597|STAB1|6
5	contig330599|CA14|11
2	contig330637|ITM2C|7
9	contig330659|FGFBP3|12
3	contig330675|SYCP1|12
3	contig330685|SLC9B2|11
4	contig330690|CGRRF1|6
3	contig330691|SCO2|11
1	contig330699|IGLON5|8
2	contig330703|SUGP1|3
4	contig330706|NRN1|8
6	contig330748|RASSF1|6
1	contig330780|ACCN4|6
2	contig330791|TP53I3|11
7	contig330809|PLEK|7
1	contig330840|PANX3|11
2	contig330843|NKAIN2|11
6	contig330867|RIBC2|11
5	contig330880|HSD17B12|6
2	contig330893|GPR4|11
1	contig330942|DNAH7|6
3	contig330981|EBF2|6
6	contig330994|TBC1D24|6
9	contig331001|NDP|8
3	contig331042|IGFBP6|6
5	contig331045|AKR1A1|10
1	contig331047|DLL1|12
5	contig331113|ZNF518B|11
2	contig331114|ITPRIP|11
2	contig331211|PLCB3|6
9	contig331218|PHLDB3|6
1	contig331223|CTNNAL1|6
5	contig331235|MC5R|8
4	contig331254|FBP2|6
1	contig331295|APOA4|11
1	contig331322|NRG1|11
8	contig331328|FETUB|8
1	contig331334|CLNS1A|6
5	contig331345|C2CD2|9
8	contig331367|CRCP|11
4	contig331383|GOLGA7|6
7	contig331411|TMED7|11
4	contig331422|CCDC51|11
1	contig331505|SLC45A2|11
2	contig331506|ZBTB22|11
2	contig331507|EHD2|8
4	contig331537|SNRNP25|6
8	contig331545|DNLZ|11
1	contig331555|ISL1|6
3	contig331566|TCEANC|11
3	contig331579|SLC22A23|6
4	contig331605|TEX9|8
3	contig331628|CHRDL2|8
2	contig331637|NTHL1|11
4	contig331660|VWC2|12
6	contig331713|CIAO1|11
7	contig331768|ST6GAL2|6
1	contig331778|C2orf73|6
4	contig331787|TEKT3|11
4	contig331801|GRM7|8
1	contig331829|KIAA1704|6
1	contig331843|KIAA0556|8
7	contig331897|TECPR1|11
2	contig331944|CDH23|6
2	contig331948|CBR4|6
4	contig332005|WDR85|11
2	contig332007|WDR27|11
4	contig332072|SLCO1A2|11
3	contig332078|TMEM237|6
2	contig332100|ANKRD16|11
3	contig332153|FDXACB1|11
2	contig332159|GGT5|8
4	contig332163|ITPK1|6
3	contig332240|PPIL6|8
2	contig332263|NUAK1|11
3	contig332267|SNRPA|9
8	contig332352|NUP43|9
5	contig332451|COL8A2|8
10	contig332463|PRL|11
7	contig332484|WDR52|11
7	contig332528|TMEFF2|6
2	contig332533|NUPL2|11
5	contig332547|HES5|11
2	contig332622|PGRMC2|6
3	contig332631|PMFBP1|11
4	contig332652|LGALSL|8
6	contig332684|MALL|11
4	contig332699|AKR1B1|6
2	contig332704|NAGK|11
1	contig332740|POP1|9
2	contig332760|KIF9|8
1	contig332770|CCNJ|6
1	contig332781|C16orf71|8
1	contig332783|WDR16|6
1	contig332840|C4orf37|7
3	contig332847|C14orf149|7
4	contig332935|ATP6V1G2|6
1	contig332954|SNX8|7
3	contig332976|LRP2BP|9
5	contig332992|CYC1|8
1	contig332997|DLEC1|11
1	contig333022|CYB5R1|6
1	contig333039|DNAJC28|8
5	contig333061|TRIM44|11
5	contig333105|EPHA3|8
3	contig333132|NPFFR1|11
7	contig333136|PPP1R13B|11
7	contig333209|TMEM178|8
2	contig333234|CBX8|11
3	contig333238|PARL|6
1	contig333264|MED7|6
2	contig333266|ACIN1|6
5	contig333279|PSMB5|11
8	contig333286|PPM1K|6
1	contig333290|GFOD1|6
5	contig333325|PEX7|6
5	contig333337|ATAT1|6
4	contig333358|TFEB|8
7	contig333372|SUOX|11
6	contig333412|ALG10|6
1	contig333423|STOML1|8
7	contig333571|E17E11|OPA
4	contig333590|ASB13|5
2	contig333604|UBE2E3|11
1	contig333605|NECAB1|6
3	contig333635|KCNA2|6
2	contig333682|UTP23|11
1	contig333698|CPNE4|8
5	contig333710|MTFMT|11
3	contig333762|TRIM35|11
2	contig333766|TYRP1|11
1	contig333776|IFT122|12
4	contig333804|PPAPDC3|6
2	contig333813|C1orf173|11
2	contig333862|UQCRFS1|11
3	contig333903|RGS7|3
7	contig333907|INO80B|11
2	contig333963|SMURF2|6
2	contig333995|TEX26|11
9	contig334083|MCAT|11
1	contig334111|TEKT2|8
5	contig334129|PIGY|8
2	contig334140|HTR2A|6
5	contig334149|C16orf53|8
5	contig334176|TADA1|9
2	contig334190|ASRGL1|11
1	contig334239|CCDC113|11
3	contig334253|KIF13B|8
3	contig334286|ZFP36L2|8
6	contig334323|TBCC|11
5	contig334355|GCLM|11
9	contig334502|ACP5|11
1	contig334523|RGS20|8
11	contig334535|LAMB2|6
2	contig334548|CRIP2|6
2	contig334573|LLGL2|8
2	contig334616|ARMC10|6
2	contig334654|BRI3|11
2	contig334749|LEPREL1|7
2	contig334807|GNL1|9
1	contig334812|ACAP1|11
1	contig334836|MOCS2|6
3	contig334850|AQR|6
4	contig334908|HDAC9|8
5	contig334920|YEATS4|6
1	contig335022|CHD1|8
1	contig335105|TAF1|11
5	contig335191|CACNG5|6
2	contig335207|FAM45A|7
